1420,København K,Christianshavn,Københavns Biblioteker,Dronningensgade 53,55.6723406,Folkebibliotek,710106,12.5921292,Christianshavns Bibliotek
2300,København S,Islands Brygge,Københavns Biblioteker,Njalsgade 15,55.6665428,Folkebibliotek,710108,12.5791908,Islands Brygge Bibliotek
2000,Frederiksberg,Godthåbsvej,Biblioteket Frederiksberg,Godthåbsvej 85 A,55.688685,Folkebibliotek,714703,12.523189,Biblioteket Godthåbsvej
2791,Dragør,Dragør Bibliotek,Dragør Bibliotekerne,Vestgrønningen 18-20,55.5932177,Folkebibliotek,715500,12.6707656,Biblioteket i Dragør
2765,Smørum,Smørum Bibliotek,Egedal Bibliotekerne,Flodvej 68 Smørumnedre,55.7315365,Folkebibliotek,724000,12.3083103,Smørum Bibliotek
